Exchange Date,Close,Net,%Chg,Open,Low,High,Volume,Turnover - USD,Flow
05-Oct-2020,"1,482.83",+27.23,+1.87%,"1,462.65","1,460.09","1,484.70","1,080,058","1,593,861,917.50","69,413,571,228.35"
02-Oct-2020,"1,455.60",-32.30,-2.17%,"1,459.63","1,447.35","1,479.03","1,561,132","2,280,512,750.79","67,819,709,310.85"
01-Oct-2020,"1,487.90",+22.30,+1.52%,"1,483.66","1,476.80","1,495.07","1,644,221","2,442,948,932.48","70,100,222,061.64"
30-Sep-2020,"1,465.60",-0.42,-0.03%,"1,460.94","1,455.76","1,486.20","2,046,170","3,009,635,141.80","67,657,273,129.16"
29-Sep-2020,"1,466.02",+7.36,+0.50%,"1,463.91","1,454.00","1,472.00","1,591,112","2,329,085,210.18","70,666,908,270.96"
28-Sep-2020,"1,458.66",+19.60,+1.36%,"1,471.99","1,446.28","1,472.99","1,539,236","2,245,716,114.06","68,337,823,060.79"
25-Sep-2020,"1,439.06",+16.20,+1.14%,"1,425.05","1,407.68","1,445.94","1,516,677","2,170,949,196.50","66,092,106,946.73"
24-Sep-2020,"1,422.86",+13.47,+0.96%,"1,402.68","1,402.15","1,437.99","1,727,611","2,458,077,579.25","63,921,157,750.23"
23-Sep-2020,"1,409.39",-50.43,-3.45%,"1,452.09","1,402.68","1,453.08","1,886,299","2,687,999,163.27","61,463,080,170.98"
22-Sep-2020,"1,459.82",+29.68,+2.08%,"1,450.32","1,429.50","1,463.97","1,697,542","2,458,572,992.04","64,151,079,334.25"
21-Sep-2020,"1,430.14",-20.95,-1.44%,"1,431.62","1,402.68","1,440.06","2,845,405","4,044,367,900.32","61,692,506,342.22"
18-Sep-2020,"1,451.09",-35.95,-2.42%,"1,488.30","1,431.62","1,495.20","3,152,788","4,594,224,843.90","65,736,874,242.53"
17-Sep-2020,"1,487.04",-25.05,-1.66%,"1,485.81","1,462.46","1,498.66","2,000,356","2,964,110,141.38","70,331,099,086.43"
16-Sep-2020,"1,512.09",-23.03,-1.50%,"1,542.48","1,511.59","1,554.37","1,107,169","1,691,380,061.10","73,295,209,227.81"
15-Sep-2020,"1,535.12",+26.29,+1.74%,"1,527.89","1,522.10","1,550.99","1,152,055","1,770,975,417.63","74,986,589,288.91"
14-Sep-2020,"1,508.83",-6.93,-0.46%,"1,531.65","1,505.11","1,557.00","2,133,007","3,253,197,942.82","73,215,613,871.28"
11-Sep-2020,"1,515.76",-10.29,-0.67%,"1,528.15","1,493.02","1,538.70","1,535,337","2,328,754,816.75","76,468,811,814.10"
10-Sep-2020,"1,526.05",-21.18,-1.37%,"1,550.18","1,520.00","1,573.66","1,651,194","2,545,621,043.62","78,797,566,630.85"
09-Sep-2020,"1,547.23",+23.63,+1.55%,"1,548.90","1,525.17","1,558.72","1,962,078","3,033,381,067.05","81,343,187,674.47"
08-Sep-2020,"1,523.60",-57.61,-3.64%,"1,525.00","1,516.50","1,555.55","2,701,586","4,139,883,764.85","78,309,806,607.43"
04-Sep-2020,"1,581.21",-48.30,-2.96%,"1,609.00","1,537.97","1,634.99","2,792,533","4,405,388,707.32","82,449,690,372.27"
03-Sep-2020,"1,629.51",-87.88,-5.12%,"1,699.52","1,607.71","1,700.00","3,186,287","5,229,594,133.94","86,855,079,079.59"
02-Sep-2020,"1,717.39",+62.31,+3.76%,"1,668.01","1,660.19","1,726.10","2,476,072","4,193,904,831.73","92,084,673,213.53"
01-Sep-2020,"1,655.08",+25.55,+1.57%,"1,632.16","1,629.53","1,659.22","1,133,766","1,866,402,363.01","87,890,768,381.79"
31-Aug-2020,"1,629.53",-9.90,-0.60%,"1,643.57","1,625.33","1,644.50","1,321,097","2,157,076,041.89","86,024,366,018.78"
28-Aug-2020,"1,639.43",+10.91,+0.67%,"1,629.47","1,625.61","1,641.35","1,121,195","1,834,425,752.92","88,181,442,060.67"
27-Aug-2020,"1,628.52",-15.61,-0.95%,"1,646.61","1,618.81","1,647.99","1,567,503","2,559,784,778.32","86,347,016,307.75"
26-Aug-2020,"1,644.13",+38.28,+2.38%,"1,606.30","1,600.98","1,652.79","2,609,363","4,259,153,782.19","88,906,801,086.07"
25-Aug-2020,"1,605.85",+20.70,+1.31%,"1,580.10","1,577.88","1,608.88","1,257,463","2,012,361,200.88","84,647,647,303.87"
24-Aug-2020,"1,585.15",+9.58,+0.61%,"1,592.47","1,575.04","1,608.78","1,281,893","2,033,685,948.32","82,635,286,102.99"
21-Aug-2020,"1,575.57",-0.68,-0.04%,"1,571.80","1,562.31","1,591.88","1,742,275","2,748,309,671.21","80,601,600,154.67"
20-Aug-2020,"1,576.25",+31.64,+2.05%,"1,539.97","1,534.46","1,580.17","1,319,131","2,065,064,044.47","83,349,909,825.88"
19-Aug-2020,"1,544.61",-11.17,-0.72%,"1,552.49","1,540.00","1,568.86","1,523,592","2,365,980,054.06","81,284,845,781.41"
18-Aug-2020,"1,555.78",+39.54,+2.61%,"1,526.12","1,521.67","1,557.37","1,418,850","2,190,958,322.79","83,650,825,835.47"
17-Aug-2020,"1,516.24",+11.61,+0.77%,"1,515.97","1,505.00","1,523.78","999,934","1,516,733,046.15","81,459,867,512.68"
14-Aug-2020,"1,504.63",-12.02,-0.79%,"1,513.61","1,499.00","1,519.79","1,097,059","1,653,540,422.45","79,943,134,466.53"
13-Aug-2020,"1,516.65",+9.41,+0.62%,"1,508.21","1,508.21","1,536.97","1,119,711","1,704,809,840.55","81,596,674,888.98"
12-Aug-2020,"1,507.24",+26.70,+1.80%,"1,487.12","1,485.00","1,511.67","1,126,560","1,695,941,196.17","79,891,865,048.42"
11-Aug-2020,"1,480.54",-16.28,-1.09%,"1,494.00","1,478.19","1,510.44","1,554,853","2,319,797,560.85","78,195,923,852.26"
10-Aug-2020,"1,496.82",-1.55,-0.10%,"1,490.80","1,477.49","1,507.15","1,027,329","1,533,782,490.41","80,515,721,413.11"
07-Aug-2020,"1,498.37",-6.58,-0.44%,"1,509.04","1,486.27","1,520.09","1,386,294","2,081,491,755.74","82,049,503,903.52"
06-Aug-2020,"1,504.95",+25.86,+1.75%,"1,476.15","1,471.90","1,506.27","1,665,261","2,488,379,718.04","84,130,995,659.26"
05-Aug-2020,"1,479.09",+5.79,+0.39%,"1,476.82","1,471.22","1,490.00","1,457,518","2,158,040,261.30","81,642,615,941.23"
04-Aug-2020,"1,473.30",-9.46,-0.64%,"1,486.71","1,464.03","1,493.11","1,860,609","2,746,398,261.22","79,484,575,679.93"
03-Aug-2020,"1,482.76",-5.19,-0.35%,"1,491.00","1,471.72","1,497.73","2,276,085","3,370,322,913.09","82,230,973,941.15"
