Exchange Date,Close,Net,%Chg,Open,Low,High,Volume,Turnover - USD,Flow
08-May-2018,178.92,+0.95,+0.53%,178.25,177.11,179.04,"15,577,211","2,776,331,687.28","72,212,682,209.80"
07-May-2018,177.97,+1.36,+0.77%,177.35,177.17,179.50,"18,697,195","3,335,452,593.26","69,436,350,522.53"
04-May-2018,176.61,+2.59,+1.49%,173.08,173.06,176.98,"17,677,844","3,109,270,637.74","66,100,897,929.27"
03-May-2018,174.02,-2.05,-1.16%,175.13,172.12,176.12,"24,026,071","4,186,103,490.46","62,991,627,291.52"
02-May-2018,176.07,+2.21,+1.27%,174.25,174.20,178.08,"30,424,450","5,373,273,767.82","67,177,730,781.98"
01-May-2018,173.86,+1.86,+1.08%,172.00,170.23,174.02,"26,025,932","4,478,414,459.78","61,804,457,014.17"
30-Apr-2018,172.00,-1.59,-0.92%,173.79,171.71,175.72,"20,750,478","3,598,155,340.66","57,326,042,554.39"
27-Apr-2018,173.59,-0.57,-0.33%,176.81,172.60,177.10,"29,804,657","5,201,097,738.48","60,924,197,895.05"
26-Apr-2018,174.16,+14.47,+9.06%,173.22,170.80,176.27,"77,556,934","13,476,236,949.53","66,125,295,633.52"
25-Apr-2018,159.69,0.00,0.00%,160.14,156.19,161.06,"41,083,581","6,627,832,612.50","52,649,058,683.99"
24-Apr-2018,159.69,-6.15,-3.71%,165.43,158.19,166.10,"35,079,926","5,657,857,829.76","59,276,891,296.49"
23-Apr-2018,165.84,-0.44,-0.26%,167.27,165.09,168.45,"23,088,102","3,847,639,050.41","64,934,749,126.25"
20-Apr-2018,166.28,-1.82,-1.08%,167.79,165.81,168.43,"19,119,438","3,193,180,069.16","68,782,388,176.66"
