Exchange Date,Close,Net,%Chg,Open,Low,High,Volume,Turnover - USD,Flow
29-Dec-2020,129.43,+0.43,+0.34%,129.25,128.42,130.73,"17,037,216","2,206,165,026.29","278,200,354,910.94"
28-Dec-2020,129.00,-0.94,-0.72%,130.63,127.63,130.63,"21,256,564","2,743,975,260.24","275,994,189,884.65"
24-Dec-2020,129.94,-0.16,-0.12%,130.37,129.39,131.33,"9,788,352","1,274,177,055.36","278,738,165,144.89"
23-Dec-2020,130.09,-2.69,-2.03%,132.56,130.05,132.75,"17,914,276","2,345,918,104.02","280,012,342,200.25"
22-Dec-2020,132.78,-0.54,-0.41%,133.19,130.54,133.37,"18,631,488","2,464,107,911.31","282,358,260,304.27"
21-Dec-2020,133.32,+0.60,+0.45%,130.75,129.68,133.70,"30,233,216","3,994,854,055.41","284,822,368,215.58"
18-Dec-2020,132.72,-0.69,-0.52%,133.79,130.71,134.05,"34,206,464","4,531,190,478.21","280,827,514,160.17"
17-Dec-2020,133.41,+0.99,+0.75%,133.67,131.79,133.80,"23,138,388","3,077,439,282.50","285,358,704,638.38"
16-Dec-2020,132.43,-1.18,-0.88%,134.22,132.13,134.37,"22,311,468","2,960,786,009.15","282,281,265,355.87"
15-Dec-2020,133.61,+0.52,+0.39%,134.40,131.87,134.64,"19,348,592","2,576,600,798.25","285,242,051,365.02"
14-Dec-2020,133.09,+2.96,+2.27%,130.88,130.78,133.89,"27,015,788","3,582,915,038.15","282,665,450,566.77"
11-Dec-2020,130.13,+0.41,+0.32%,129.67,128.23,130.20,"20,926,564","2,708,582,267.99","279,082,535,528.62"
10-Dec-2020,129.72,+0.41,+0.32%,128.69,128.49,130.69,"20,776,472","2,695,490,794.63","276,373,953,260.63"
09-Dec-2020,129.31,-4.19,-3.14%,133.01,128.68,134.14,"40,130,120","5,254,895,007.14","273,678,462,466.00"
08-Dec-2020,133.50,-2.57,-1.89%,135.85,132.82,135.99,"27,192,088","3,642,620,780.63","278,933,357,473.14"
07-Dec-2020,136.07,+0.48,+0.36%,136.01,135.00,137.31,"22,324,324","3,038,426,086.80","282,575,978,253.77"
04-Dec-2020,135.58,+1.62,+1.21%,134.49,133.89,135.60,"20,224,340","2,730,340,668.44","279,537,552,166.97"
03-Dec-2020,133.96,-1.48,-1.10%,135.88,133.29,136.60,"19,952,064","2,683,087,091.76","276,807,211,498.53"
02-Dec-2020,135.45,+1.54,+1.15%,133.51,132.34,136.73,"28,336,120","3,831,408,164.82","279,490,298,590.29"
01-Dec-2020,133.90,-0.11,-0.09%,134.92,132.28,135.29,"29,757,128","3,988,089,842.96","275,658,890,425.47"
30-Nov-2020,134.02,+1.40,+1.06%,132.65,129.72,134.13,"28,695,200","3,806,082,026.52","279,646,980,268.43"
27-Nov-2020,132.61,+0.27,+0.20%,133.75,131.71,134.08,"16,727,520","2,224,739,508.60","275,840,898,241.91"
25-Nov-2020,132.35,+2.77,+2.14%,130.33,130.20,132.69,"25,991,640","3,427,897,329.70","273,616,158,733.31"
24-Nov-2020,129.58,-1.82,-1.39%,131.43,128.85,131.62,"34,649,996","4,497,923,821.71","270,188,261,403.62"
23-Nov-2020,131.40,+0.52,+0.40%,131.71,130.16,133.83,"36,135,420","4,755,758,347.72","274,686,185,225.33"
20-Nov-2020,130.88,-3.53,-2.62%,134.54,130.65,134.94,"34,108,980","4,518,470,053.55","269,930,426,877.60"
19-Nov-2020,134.40,+0.12,+0.09%,132.13,131.00,134.88,"56,593,420","7,537,640,857.36","274,448,896,931.16"
18-Nov-2020,134.29,+0.06,+0.05%,134.65,131.85,136.06,"51,092,532","6,847,807,612.61","266,911,256,073.79"
17-Nov-2020,134.22,-0.93,-0.69%,135.53,133.04,135.96,"31,202,796","4,190,221,635.88","260,063,448,461.19"
16-Nov-2020,135.15,+2.18,+1.64%,131.73,131.56,136.50,"41,377,480","5,573,121,797.16","264,253,670,097.07"
13-Nov-2020,132.97,-1.60,-1.19%,136.27,130.59,136.69,"34,676,232","4,614,267,486.46","258,680,548,299.91"
12-Nov-2020,134.57,+0.39,+0.29%,134.79,133.16,137.66,"36,663,500","4,966,509,153.82","263,294,815,786.36"
11-Nov-2020,134.18,+6.48,+5.07%,130.54,129.48,134.35,"40,474,344","5,364,377,223.48","258,328,306,632.54"
10-Nov-2020,127.70,-8.61,-6.31%,136.07,126.28,136.07,"64,406,720","8,344,083,887.84","252,963,929,409.06"
09-Nov-2020,136.31,-9.31,-6.40%,145.53,136.11,146.92,"58,297,788","8,253,795,584.24","261,308,013,296.90"
06-Nov-2020,145.62,+4.02,+2.84%,141.10,138.95,145.89,"38,334,928","5,499,884,341.60","269,561,808,881.14"
05-Nov-2020,141.60,+3.66,+2.65%,141.63,139.91,143.39,"31,902,832","4,516,086,498.84","264,061,924,539.54"
04-Nov-2020,137.94,+7.75,+5.95%,133.89,133.37,138.28,"41,022,928","5,597,991,486.75","259,545,838,040.69"
03-Nov-2020,130.20,+4.39,+3.49%,127.09,126.03,131.05,"27,290,108","3,530,309,263.32","253,947,846,553.94"
02-Nov-2020,125.81,+0.47,+0.37%,126.58,123.95,128.37,"29,965,264","3,775,504,177.13","250,417,537,290.63"
30-Oct-2020,125.34,-4.90,-3.76%,128.50,123.00,129.36,"41,739,600","5,219,008,154.07","246,642,033,113.50"
29-Oct-2020,130.24,+3.97,+3.14%,128.39,127.50,131.93,"32,008,184","4,163,874,318.64","251,861,041,267.57"
28-Oct-2020,126.27,-7.70,-5.75%,131.98,126.09,132.60,"37,651,808","4,833,868,356.96","247,697,166,948.93"
27-Oct-2020,133.97,+2.56,+1.94%,133.06,131.92,134.42,"25,051,968","3,341,438,116.09","252,531,035,305.89"
26-Oct-2020,131.41,-4.49,-3.30%,134.27,130.39,136.93,"33,689,432","4,464,802,900.31","249,189,597,189.80"
23-Oct-2020,135.90,+2.29,+1.72%,134.50,132.91,135.93,"23,348,428","3,147,045,096.47","253,654,400,090.10"
22-Oct-2020,133.61,-1.64,-1.21%,135.23,132.32,136.12,"29,047,944","3,888,864,500.18","250,507,354,993.64"
21-Oct-2020,135.25,-1.21,-0.88%,136.25,134.78,137.92,"21,959,732","2,986,691,447.72","254,396,219,493.81"
20-Oct-2020,136.46,+1.48,+1.09%,135.84,135.07,138.00,"22,921,204","3,130,622,321.81","257,382,910,941.54"
19-Oct-2020,134.98,-3.14,-2.27%,139.03,134.07,139.83,"29,806,856","4,078,595,354.24","254,252,288,619.73"
16-Oct-2020,138.12,-1.58,-1.13%,140.37,137.93,141.22,"24,263,960","3,379,387,863.86","258,330,883,973.97"
15-Oct-2020,139.70,-1.25,-0.89%,138.11,137.68,140.06,"26,722,512","3,716,494,527.70","261,710,271,837.83"
14-Oct-2020,140.95,-1.53,-1.07%,142.91,139.60,143.43,"27,664,712","3,909,359,639.34","265,426,766,365.53"
13-Oct-2020,142.48,+0.22,+0.16%,142.97,140.19,143.48,"34,460,312","4,896,287,889.03","269,336,126,004.87"
12-Oct-2020,142.26,+4.63,+3.37%,139.90,139.13,143.47,"43,474,380","6,164,696,137.86","264,439,838,115.84"
09-Oct-2020,137.63,-0.76,-0.55%,137.67,136.61,138.24,"34,689,092","4,762,802,341.53","258,275,141,977.98"
08-Oct-2020,138.39,-1.25,-0.90%,140.75,137.58,140.85,"37,890,088","5,247,871,897.97","263,037,944,319.52"
07-Oct-2020,139.64,+2.27,+1.66%,140.00,138.64,141.19,"41,808,516","5,843,792,123.08","268,285,816,217.48"
06-Oct-2020,137.37,+0.94,+0.69%,138.30,136.65,141.42,"78,441,984","10,934,363,828.93","262,442,024,094.40"
